# MSVC vtables of default.xex, named from their RTTI locator.
# Produced by scripts/SweepMsvcRtti.java, read-only, no oracle.
# An entry appears only when the whole chain resolves - locator, type
# descriptor, a name beginning '.?A', and a first slot pointing into an
# executable block. 1619 locator-like words failed a step; they are counted in
# the sweep summary and deliberately not named here.
# class is a best-effort undecoration and is EMPTY for templates: the mangled
# column is the authoritative name. bases are 'mangled@mdisp' in decimal.
# columns: vtable class bases mangled
0x82010b78	NU::Draw::DrawOrderBase	.?AVDrawOrderBase@Draw@NU@@@0	.?AVDrawOrderBase@Draw@NU@@
0x8205cc24	CTreeGenerator	.?AVCTreeGenerator@@@0;.?AVCAce6TreeGenerator@ACE6@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCTreeGenerator@@
0x8205cc7c	CTreeManager	.?AVCTreeManager@@@0;.?AVCAce6TreeManager@ACE6@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCTreeManager@@
0x8205cd54	ACE6::CAce6Motion	.?AVCAce6Motion@ACE6@@@0	.?AVCAce6Motion@ACE6@@
0x8205cd90	CX360Motion	.?AVCX360Motion@@@0;.?AVCAce6Motion@ACE6@@@0	.?AVCX360Motion@@
0x8205cdcc	CX360MotionGyz	.?AVCX360MotionGyz@@@0;.?AVCAce6MotionGyz@ACE6@@@0	.?AVCX360MotionGyz@@
0x8205cdfc	ACE6::CAce6MotionRequestManager	.?AVCAce6MotionRequestManager@ACE6@@@0	.?AVCAce6MotionRequestManager@ACE6@@
0x8205ce30	CX360MotionRequestManage	.?AVCX360MotionRequestManage@@@0;.?AVCAce6MotionRequestManager@ACE6@@@0	.?AVCX360MotionRequestManage@@
0x8205cf1c	CX360Noise	.?AVCX360Noise@@@0;.?AVCAce6Noise@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCX360Noise@@
0x8205cf48	CX360PostEffectBase	.?AVCX360PostEffectBase@@@0	.?AVCX360PostEffectBase@@
0x8205cf50	CX360DOF	.?AVCX360DOF@@@0;.?AVCX360PostEffectBase@@@0	.?AVCX360DOF@@
0x8205cf58	CX360Fade	.?AVCX360Fade@@@0;.?AVCX360PostEffectBase@@@0	.?AVCX360Fade@@
0x8205cf60	CX360ChromaticAberration	.?AVCX360ChromaticAberration@@@0;.?AVCX360PostEffectBase@@@0	.?AVCX360ChromaticAberration@@
0x8205cf68	CX360ToneCorrectionVignetting	.?AVCX360ToneCorrectionVignetting@@@0;.?AVCX360PostEffectBase@@@0	.?AVCX360ToneCorrectionVignetting@@
0x8205cf70	CX360HDR	.?AVCX360HDR@@@0;.?AVCX360PostEffectBase@@@0	.?AVCX360HDR@@
0x8205cf78	CX360PostEffectRenderer	.?AVCX360PostEffectRenderer@@@0	.?AVCX360PostEffectRenderer@@
0x8205d054	ACE6::CAce6Sound	.?AVCAce6Sound@ACE6@@@0	.?AVCAce6Sound@ACE6@@
0x8205d234	CNuSound	.?AVCNuSound@@@0;.?AVCAce6Sound@ACE6@@@0	.?AVCNuSound@@
0x8205d418	CDemoAllocator	.?AVCDemoAllocator@@@0	.?AVCDemoAllocator@@
0x8205d44c	ACE6::CMotion	.?AVCMotion@ACE6@@@0	.?AVCMotion@ACE6@@
0x8205d45c	ACE6::IModelInfo	.?AVIModelInfo@ACE6@@@0	.?AVIModelInfo@ACE6@@
0x8205d464	ACE6::CAce6ObjAnimation	.?AVCAce6ObjAnimation@ACE6@@@0	.?AVCAce6ObjAnimation@ACE6@@
0x8205d474	ACE6::CAce6DOF	.?AVCAce6DOF@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6DOF@ACE6@@
0x8205d480	ACE6::CAce6ChromaticAberration	.?AVCAce6ChromaticAberration@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6ChromaticAberration@ACE6@@
0x8205d48c	ACE6::CAce6FullSceneNoise	.?AVCAce6FullSceneNoise@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6FullSceneNoise@ACE6@@
0x8205d498	CDemoInstanceBase	.?AVCDemoInstanceBase@@@0	.?AVCDemoInstanceBase@@
0x8205d4a4	CDemoModelBase	.?AVCDemoModelBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoModelBase@@
0x8205d4b0	CDemoSkinModel	.?AVCDemoSkinModel@@@0;.?AVCDemoModelBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoSkinModel@@
0x8205d4bc	CDemoRigidModel	.?AVCDemoRigidModel@@@0;.?AVCDemoModelBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoRigidModel@@
0x8205d4c8	CDemoAnimRigidModel	.?AVCDemoAnimRigidModel@@@0;.?AVCDemoModelBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoAnimRigidModel@@
0x8205d4d4	CDemoShRigidModel	.?AVCDemoShRigidModel@@@0;.?AVCDemoModelBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoShRigidModel@@
0x8205d4e0	CDemoMoveCamera	.?AVCDemoMoveCamera@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoMoveCamera@@
0x8205d4ec	CDemoMoveRZCamera	.?AVCDemoMoveRZCamera@@@0;.?AVCDemoMoveCamera@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoMoveRZCamera@@
0x8205d4f8	CDemoDirectionalLight	.?AVCDemoDirectionalLight@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDirectionalLight@@
0x8205d504	CDemoPointLight	.?AVCDemoPointLight@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPointLight@@
0x8205d510	CDemoAmbientLight	.?AVCDemoAmbientLight@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoAmbientLight@@
0x8205d51c	CDemoFog	.?AVCDemoFog@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoFog@@
0x8205d528	CDemoDensityFog	.?AVCDemoDensityFog@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDensityFog@@
0x8205d534	CDemoIBL	.?AVCDemoIBL@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoIBL@@
0x8205d544	ACE6::CAce6ArmsNPCAccom	.?AVCAce6ArmsNPCAccom@ACE6@@@0;.?AVCAce6Arms@ACE6@@@0;.?AVCGaObj@galib@@@0	.?AVCAce6ArmsNPCAccom@ACE6@@
0x8205d5cc	ACE6::CAce6ArmsDemoAccom	.?AVCAce6ArmsDemoAccom@ACE6@@@0;.?AVCAce6ArmsNPCAccom@ACE6@@@0;.?AVCAce6Arms@ACE6@@@0;.?AVCGaObj@galib@@@0	.?AVCAce6ArmsDemoAccom@ACE6@@
0x8205d654	CDemoEffectBase	.?AVCDemoEffectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoEffectBase@@
0x8205d660	CDemoMoveEffect	.?AVCDemoMoveEffect@@@0;.?AVCDemoEffectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoMoveEffect@@
0x8205d66c	CDemoEffectGun	.?AVCDemoEffectGun@@@0;.?AVCDemoEffectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoEffectGun@@
0x8205d678	CDemoEffSetLight	.?AVCDemoEffSetLight@@@0;.?AVCDemoEffectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoEffSetLight@@
0x8205d684	CDemoPostEffFade	.?AVCDemoPostEffFade@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffFade@@
0x8205d690	CDemoPostEffDOF	.?AVCDemoPostEffDOF@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffDOF@@
0x8205d69c	CDemoPostEffVignetting	.?AVCDemoPostEffVignetting@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffVignetting@@
0x8205d6a8	CDemoPostEffChromaticAberration	.?AVCDemoPostEffChromaticAberration@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffChromaticAberration@@
0x8205d6b4	CDemoPostEffHDR	.?AVCDemoPostEffHDR@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffHDR@@
0x8205d6c0	CDemoPostEffSun	.?AVCDemoPostEffSun@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffSun@@
0x8205d6cc	CDemoPostEffFullSceneNoise	.?AVCDemoPostEffFullSceneNoise@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffFullSceneNoise@@
0x8205d6d8	CDemoPostEffToneCorrection	.?AVCDemoPostEffToneCorrection@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffToneCorrection@@
0x8205d6e4	CDemoPostEffMotionBlur	.?AVCDemoPostEffMotionBlur@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoPostEffMotionBlur@@
0x8205d6f0	CDemoHiResEffect	.?AVCDemoHiResEffect@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoHiResEffect@@
0x8205d6fc	CDemoZRange	.?AVCDemoZRange@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoZRange@@
0x8205d708	CDemoAlphaRef	.?AVCDemoAlphaRef@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoAlphaRef@@
0x8205d714	CDemoDDCloud	.?AVCDemoDDCloud@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDCloud@@
0x8205d720	CDemoDDTree	.?AVCDemoDDTree@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDTree@@
0x8205d72c	CDemoDDWeather	.?AVCDemoDDWeather@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDWeather@@
0x8205d738	CDemoDDSettings	.?AVCDemoDDSettings@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDSettings@@
0x8205d744	CDemoDDPlayer	.?AVCDemoDDPlayer@@@0;.?AVCDemoDDObjectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDPlayer@@
0x8205d750	CDemoDDWingman	.?AVCDemoDDWingman@@@0;.?AVCDemoDDObjectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDWingman@@
0x8205d75c	CDemoDDLod	.?AVCDemoDDLod@@@0;.?AVCDemoDDObjectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDLod@@
0x8205d768	CDemoDDLodR	.?AVCDemoDDLodR@@@0;.?AVCDemoDDObjectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDLodR@@
0x8205d774	CDemoDDMapObj	.?AVCDemoDDMapObj@@@0;.?AVCDemoDDObjectBase@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDMapObj@@
0x8205d780	CDemoDDContainer	.?AVCDemoDDContainer@@@0;.?AVCDemoInstanceBase@@@0	.?AVCDemoDDContainer@@
0x8205d78c	CDemoCut	.?AVCDemoCut@@@0	.?AVCDemoCut@@
0x8205d794	CDemoData	.?AVCDemoData@@@0	.?AVCDemoData@@
0x8205d79c	CDemoDataPack	.?AVCDemoDataPack@@@0	.?AVCDemoDataPack@@
0x8205d7a4	CDemoDevFile	.?AVCDemoDevFile@@@0;.?AVCAce6Thread@ACE6@@@0	.?AVCDemoDevFile@@
0x8205d7bc	CDemoDevResourceManager	.?AVCDemoDevResourceManager@@@0;.?AVCAce6Thread@ACE6@@@0	.?AVCDemoDevResourceManager@@
0x8205d7f0	CDemoSegment	.?AVCDemoSegment@@@0	.?AVCDemoSegment@@
0x8205d814	CBriefingCamera	.?AVCBriefingCamera@@@0	.?AVCBriefingCamera@@
0x8205d8a4	CBriefingManager	.?AVCBriefingManager@@@0;.?AVCSwgListener@@@0	.?AVCBriefingManager@@
0x8205d900	CDebriefingCamera	.?AVCDebriefingCamera@@@0	.?AVCDebriefingCamera@@
0x8205d96c	CDebriefingManager	.?AVCDebriefingManager@@@0;.?AVCSwgListener@@@0	.?AVCDebriefingManager@@
0x8205da0c	CSelectAircraftCamera	.?AVCSelectAircraftCamera@@@0	.?AVCSelectAircraftCamera@@
0x8205da64	CSelectAircraftHangarLight	.?AVCSelectAircraftHangarLight@@@0	.?AVCSelectAircraftHangarLight@@
0x8205dae0	ACE6::CAce6Uncompress	.?AVCAce6Uncompress@ACE6@@@0	.?AVCAce6Uncompress@ACE6@@
0x8205daec	CSelectAircraftManager	.?AVCSelectAircraftManager@@@0;.?AVCSwgListener@@@0	.?AVCSelectAircraftManager@@
0x8205dbb8	CSelectAircraftManager::CSelectAircraftSetupManager	.?AVCSelectAircraftSetupManager@CSelectAircraftManager@@@0;.?AVCAce6Thread@ACE6@@@0	.?AVCSelectAircraftSetupManager@CSelectAircraftManager@@
0x8205dc10	CSelectAircraftModel	.?AVCSelectAircraftModel@@@0	.?AVCSelectAircraftModel@@
0x8205dc4c	CSelectAircraftData	.?AVCSelectAircraftData@@@0	.?AVCSelectAircraftData@@
0x8205dc54	CSelectAircraftParam	.?AVCSelectAircraftParam@@@0	.?AVCSelectAircraftParam@@
0x8205dc5c	CSelectAircraftSpider	.?AVCSelectAircraftSpider@@@0	.?AVCSelectAircraftSpider@@
0x8205dc78	CSelectControlPoint	.?AVCSelectControlPoint@@@0	.?AVCSelectControlPoint@@
0x8205dcf4	CSelectGameMenuManager	.?AVCSelectGameMenuManager@@@0;.?AVCSwgListener@@@0	.?AVCSelectGameMenuManager@@
0x8205ddcc	CSelectMessageDlgManager	.?AVCSelectMessageDlgManager@@@0;.?AVCSwgListener@@@0	.?AVCSelectMessageDlgManager@@
0x8205de28	CSelectObjectGrid	.?AVCSelectObjectGrid@@@0	.?AVCSelectObjectGrid@@
0x8205de54	CSelectObjectTerrain	.?AVCSelectObjectTerrain@@@0	.?AVCSelectObjectTerrain@@
0x8205de5c	CSelectObjectUnit	.?AVCSelectObjectUnit@@@0	.?AVCSelectObjectUnit@@
0x8205de64	CSelectObjectUnitRenderer	.?AVCSelectObjectUnitRenderer@@@0	.?AVCSelectObjectUnitRenderer@@
0x8205de6c	CSelectRibbonTrailList	.?AVCSelectRibbonTrailList@@@0	.?AVCSelectRibbonTrailList@@
0x8205de74		.?AV?$CQueueStockBase@PAVCSelectRibbonTrailList@@@Util@ACE6@@@0;.?AV?$CQueueBase@PAVCSelectRibbonTrailList@@@Util@ACE6@@@0	.?AV?$CQueueStockBase@PAVCSelectRibbonTrailList@@@Util@ACE6@@
0x8205de80		.?AV?$CQueueBase@PAVCSelectRibbonTrailList@@@Util@ACE6@@@0	.?AV?$CQueueBase@PAVCSelectRibbonTrailList@@@Util@ACE6@@
0x8205df4c	CSelectSaveLoadManager	.?AVCSelectSaveLoadManager@@@0;.?AVCSwgListener@@@0	.?AVCSelectSaveLoadManager@@
0x8205dfc4	CSelectTutorialPopupManager	.?AVCSelectTutorialPopupManager@@@0;.?AVCSwgListener@@@0	.?AVCSelectTutorialPopupManager@@
0x8205e024	ACE6::CAce6GameMenuManager	.?AVCAce6GameMenuManager@ACE6@@@0	.?AVCAce6GameMenuManager@ACE6@@
0x8205e054	CX360GameMenuManager	.?AVCX360GameMenuManager@@@0;.?AVCAce6GameMenuManager@ACE6@@@0	.?AVCX360GameMenuManager@@
0x8205e084	ACE6::CAce6Session	.?AVCAce6Session@ACE6@@@0	.?AVCAce6Session@ACE6@@
0x8205e098	CX360Session	.?AVCX360Session@@@0;.?AVCAce6Session@ACE6@@@0	.?AVCX360Session@@
0x8205e0ac	CAce6VoiceChat	.?AVCAce6VoiceChat@@@0	.?AVCAce6VoiceChat@@
0x8205e0b4	CX360VoiceChat	.?AVCX360VoiceChat@@@0;.?AVCAce6VoiceChat@@@0	.?AVCX360VoiceChat@@
0x8205e0bc	CAce6OnlinePlayerStat	.?AVCAce6OnlinePlayerStat@@@0	.?AVCAce6OnlinePlayerStat@@
0x8205e0c4	CX360OnlinePlayerStat	.?AVCX360OnlinePlayerStat@@@0;.?AVCAce6OnlinePlayerStat@@@0	.?AVCX360OnlinePlayerStat@@
0x8205e0cc	CNetIOwnership	.?AVCNetIOwnership@@@0	.?AVCNetIOwnership@@
0x8205e0d4	CX360NetAddress	.?AVCX360NetAddress@@@0	.?AVCX360NetAddress@@
0x8205e0dc	CX360NetNodeNotify	.?AVCX360NetNodeNotify@@@0	.?AVCX360NetNodeNotify@@
0x8205e0ec	CX360NetNodeOrderQueue	.?AVCX360NetNodeOrderQueue@@@0	.?AVCX360NetNodeOrderQueue@@
0x8205e0f4	CX360NetClient	.?AVCX360NetClient@@@0;.?AVCX360NetNodeNotify@@@0	.?AVCX360NetClient@@
0x8205e104	CX360NetGamePacketInterface	.?AVCX360NetGamePacketInterface@@@0	.?AVCX360NetGamePacketInterface@@
0x8205e10c		.?AV?$CX360NetSerialize@$0HNA@@@@0	.?AV?$CX360NetSerialize@$0HNA@@@
0x8205e118	CX360NetSerializeData	.?AVCX360NetSerializeData@@@0;.?AV?$CX360NetSerialize@$0HNA@@@@0	.?AVCX360NetSerializeData@@
0x8205e124	CX360NetModuleClient	.?AVCX360NetModuleClient@@@0	.?AVCX360NetModuleClient@@
0x8205e12c	CX360NetModuleServer	.?AVCX360NetModuleServer@@@0	.?AVCX360NetModuleServer@@
0x8205e134	CX360NetSocket	.?AVCX360NetSocket@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetSocket@@
0x8205e13c	CX360NetNode	.?AVCX360NetNode@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNode@@
0x8205e144	CX360NetNodeProc	.?AVCX360NetNodeProc@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNodeProc@@
0x8205e1b4	CX360NetNodeProcClient	.?AVCX360NetNodeProcClient@@@0;.?AVCX360NetNodeProc@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNodeProcClient@@
0x8205e224	CX360NetNodeProcConnect	.?AVCX360NetNodeProcConnect@@@0;.?AVCX360NetNodeProc@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNodeProcConnect@@
0x8205e294	CX360NetNodeProcDatabase	.?AVCX360NetNodeProcDatabase@@@0	.?AVCX360NetNodeProcDatabase@@
0x8205e29c	CX360NetNodeProcListen	.?AVCX360NetNodeProcListen@@@0;.?AVCX360NetNodeProc@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNodeProcListen@@
0x8205e30c	CX360NetNodeProcServer	.?AVCX360NetNodeProcServer@@@0;.?AVCX360NetNodeProc@@@0;.?AVCNetIOwnership@@@0	.?AVCX360NetNodeProcServer@@
0x8205e37c	CX360NetPacket	.?AVCX360NetPacket@@@0;.?AV?$CX360NetSerialize@$0HNA@@@@0	.?AVCX360NetPacket@@
0x8205e388	CX360NetPacketInterface	.?AVCX360NetPacketInterface@@@0	.?AVCX360NetPacketInterface@@
0x8205e390	CX360NetPacketInterfaceFactory	.?AVCX360NetPacketInterfaceFactory@@@0	.?AVCX360NetPacketInterfaceFactory@@
0x8205e398	CX360NetPlayerArray	.?AVCX360NetPlayerArray@@@0	.?AVCX360NetPlayerArray@@
0x8205e3a0	CX360NetServer	.?AVCX360NetServer@@@0;.?AVCX360NetNodeNotify@@@0	.?AVCX360NetServer@@
0x8205e3b0	CX360NetTCPSpool	.?AVCX360NetTCPSpool@@@0	.?AVCX360NetTCPSpool@@
0x8205e3b8	CX360RankingBoard	.?AVCX360RankingBoard@@@0	.?AVCX360RankingBoard@@
0x8205e3c0	ACE6::CAce6RankingBoardApp	.?AVCAce6RankingBoardApp@ACE6@@@0	.?AVCAce6RankingBoardApp@ACE6@@
0x8205e3c8	CX360RankingBoardApp	.?AVCX360RankingBoardApp@@@0;.?AVCAce6RankingBoardApp@ACE6@@@0	.?AVCX360RankingBoardApp@@
0x8205e404	ACE6::CAce6ShadowMapManager	.?AVCAce6ShadowMapManager@ACE6@@@0	.?AVCAce6ShadowMapManager@ACE6@@
0x8205e484	CX360ShadowMapManager	.?AVCX360ShadowMapManager@@@0;.?AVCAce6ShadowMapManager@ACE6@@@0	.?AVCX360ShadowMapManager@@
0x8205e530	ACE6::CAce6ShadowVolumeManager	.?AVCAce6ShadowVolumeManager@ACE6@@@0	.?AVCAce6ShadowVolumeManager@ACE6@@
0x8205e54c	CX360ShadowVolumeManager	.?AVCX360ShadowVolumeManager@@@0;.?AVCAce6ShadowVolumeManager@ACE6@@@0	.?AVCX360ShadowVolumeManager@@
0x82062c24	CX360ReplayCameraGeneralTunerE	.?AVCX360ReplayCameraGeneralTunerE@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerE@@
0x82062c38	CX360ReplayCameraGeneralTunerF	.?AVCX360ReplayCameraGeneralTunerF@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerF@@
0x82062c4c	CX360ReplayCameraGeneralTunerG	.?AVCX360ReplayCameraGeneralTunerG@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerG@@
0x82062c60	CX360ReplayCameraGeneralTunerB_1	.?AVCX360ReplayCameraGeneralTunerB_1@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerB_1@@
0x82062c74	CX360ReplayCameraGeneralTunerB_2	.?AVCX360ReplayCameraGeneralTunerB_2@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerB_2@@
0x82062c88	CX360ReplayCameraGeneralTunerB_2_2	.?AVCX360ReplayCameraGeneralTunerB_2_2@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerB_2_2@@
0x82062c9c	CX360ReplayCameraGeneralTunerD_1	.?AVCX360ReplayCameraGeneralTunerD_1@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerD_1@@
0x82062cb0	CX360ReplayCameraGeneralTunerD_2	.?AVCX360ReplayCameraGeneralTunerD_2@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerD_2@@
0x82062cc4	CX360ReplayCameraGeneralTunerD_2_2	.?AVCX360ReplayCameraGeneralTunerD_2_2@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerD_2_2@@
0x82062cd8	CX360ReplayCameraGeneralTunerA_1	.?AVCX360ReplayCameraGeneralTunerA_1@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerA_1@@
0x82062cec	CX360ReplayCameraGeneralTunerA_2	.?AVCX360ReplayCameraGeneralTunerA_2@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerA_2@@
0x82062d00	CX360ReplayCameraGeneralTunerA_3	.?AVCX360ReplayCameraGeneralTunerA_3@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerA_3@@
0x82062d14	CX360ReplayCameraGeneralTunerA_4	.?AVCX360ReplayCameraGeneralTunerA_4@@@0;.?AVCX360ReplayCameraGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ReplayCameraGeneralTunerA_4@@
0x82062dc4	ACE6::CAce6DemoManager	.?AVCAce6DemoManager@ACE6@@@0	.?AVCAce6DemoManager@ACE6@@
0x82062dec	NU::FW::IngameCinematics::IResource	.?AVIResource@IngameCinematics@FW@NU@@@0	.?AVIResource@IngameCinematics@FW@NU@@
0x82062e00	NU::FW::IngameCinematics::IObject	.?AVIObject@IngameCinematics@FW@NU@@@0	.?AVIObject@IngameCinematics@FW@NU@@
0x82062e28	NU::FW::IngameCinematics::Sequencer::Config	.?AVConfig@Sequencer@IngameCinematics@FW@NU@@@0	.?AVConfig@Sequencer@IngameCinematics@FW@NU@@
0x82062e3c	CDemoRenderManager	.?AVCDemoRenderManager@@@0	.?AVCDemoRenderManager@@
0x82062ed8	IResourceDemo	.?AVIResourceDemo@@@0;.?AVIResource@IngameCinematics@FW@NU@@@0	.?AVIResourceDemo@@
0x82062eec	IObjectDemo	.?AVIObjectDemo@@@0;.?AVIObject@IngameCinematics@FW@NU@@@0	.?AVIObjectDemo@@
0x82062f14	ISequencerConfigDemo	.?AVISequencerConfigDemo@@@0;.?AVConfig@Sequencer@IngameCinematics@FW@NU@@@0	.?AVISequencerConfigDemo@@
0x82062f28	CDemoDataManager	.?AVCDemoDataManager@@@0	.?AVCDemoDataManager@@
0x82062f34	CDemoRenderManagerDD	.?AVCDemoRenderManagerDD@@@0;.?AVCDemoRenderManager@@@0	.?AVCDemoRenderManagerDD@@
0x82062fd0	CX360DemoManagerDD	.?AVCX360DemoManagerDD@@@0;.?AVCAce6DemoManager@ACE6@@@0	.?AVCX360DemoManagerDD@@
0x82063004	CX360ActorModelSortRenderer	.?AVCX360ActorModelSortRenderer@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCX360ActorModelSortRenderer@@
0x8206308c	CDemoRenderManagerEM	.?AVCDemoRenderManagerEM@@@0;.?AVCDemoRenderManager@@@0	.?AVCDemoRenderManagerEM@@
0x82063128	CX360DemoManagerEM	.?AVCX360DemoManagerEM@@@0;.?AVCAce6DemoManager@ACE6@@@0	.?AVCX360DemoManagerEM@@
0x82063150	CX360DemoPreload	.?AVCX360DemoPreload@@@0	.?AVCX360DemoPreload@@
0x82063158	NU::FW::IngameCinematics::Allocator	.?AVAllocator@IngameCinematics@FW@NU@@@0	.?AVAllocator@IngameCinematics@FW@NU@@
0x82063168	ICAllocatorDemo	.?AVICAllocatorDemo@@@0;.?AVAllocator@IngameCinematics@FW@NU@@@0	.?AVICAllocatorDemo@@
0x82063178	ACE6::CAce6ObjSortPointRender	.?AVCAce6ObjSortPointRender@ACE6@@@0	.?AVCAce6ObjSortPointRender@ACE6@@
0x82063188	CX360ObjSortPointRender	.?AVCX360ObjSortPointRender@@@0;.?AVCAce6ObjSortPointRender@ACE6@@@0	.?AVCX360ObjSortPointRender@@
0x82063198	CX360ArmsGeneralTunerA	.?AVCX360ArmsGeneralTunerA@@@0;.?AVCX360ArmsGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsGeneralTunerA@@
0x820631b0	CX360ArmsGeneralTunerB	.?AVCX360ArmsGeneralTunerB@@@0;.?AVCX360ArmsGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsGeneralTunerB@@
0x820631c8	CX360ArmsGeneralTunerC	.?AVCX360ArmsGeneralTunerC@@@0;.?AVCX360ArmsGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsGeneralTunerC@@
0x820631e0	CX360ArmsGeneralTunerD	.?AVCX360ArmsGeneralTunerD@@@0;.?AVCX360ArmsGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsGeneralTunerD@@
